gene	gene_name
ENSG00000104756.16	KCTD9
ENSG00000051128.19	HOMER3
ENSG00000088038.19	CNOT3
ENSG00000077348.9	EXOSC5
ENSG00000032444.16	PNPLA6
ENSG00000011422.12	PLAUR
ENSG00000006712.15	PAF1
ENSG00000076944.16	STXBP2
ENSG00000186529.16	CYP4F3
ENSG00000256087.7	ZNF432
ENSG00000167384.10	ZNF180
ENSG00000128000.16	ZNF780B
ENSG00000104774.13	MAN2B1
ENSG00000104804.7	TULP2
ENSG00000104808.8	DHDH
ENSG00000183207.14	RUVBL2
ENSG00000104823.9	ECH1
ENSG00000104824.17	HNRNPL
ENSG00000104835.14	SARS2
ENSG00000104848.1	KCNA7
ENSG00000104852.15	SNRNP70
ENSG00000104856.14	RELB
ENSG00000104859.15	CLASRP
ENSG00000104863.12	LIN7B
ENSG00000104866.11	PPP1R37
ENSG00000104870.12	FCGRT
ENSG00000104879.5	CKM
ENSG00000104883.8	PEX11G
ENSG00000104888.10	SLC17A7
ENSG00000104889.6	RNASEH2A
ENSG00000104897.10	SF3A2
ENSG00000104899.7	AMH
ENSG00000104901.6	DKKL1
ENSG00000104907.12	TRMT1
ENSG00000104918.8	RETN
ENSG00000104941.8	RSPH6A
ENSG00000104946.13	TBC1D17
ENSG00000104957.14	CCDC130
ENSG00000104964.14	TLE5
ENSG00000104969.10	SGTA
ENSG00000104970.11	KIR3DX1
ENSG00000104976.12	SNAPC2
ENSG00000104979.9	C19orf53
ENSG00000179943.8	FIZ1
ENSG00000105072.9	C19orf44
ENSG00000105131.8	EPHX3
ENSG00000105136.20	ZNF419
ENSG00000105143.12	SLC1A6
ENSG00000105171.10	POP4
ENSG00000105185.12	PDCD5
ENSG00000105198.11	LGALS13
ENSG00000105202.9	FBL
ENSG00000105205.7	CLC
ENSG00000105219.10	CNTD2
ENSG00000105246.6	EBI3
ENSG00000105254.12	TBCB
ENSG00000105255.11	FSD1
ENSG00000105258.9	POLR2I
ENSG00000105290.12	APLP1
ENSG00000105298.14	CACTIN
ENSG00000105321.14	CCDC9
ENSG00000105329.9	TGFB1
ENSG00000105341.18	DMAC2
ENSG00000105352.10	CEACAM4
ENSG00000105355.9	PLIN3
ENSG00000105369.9	CD79A
ENSG00000105370.7	LIM2
ENSG00000105372.7	RPS19
ENSG00000105374.10	NKG7
ENSG00000105376.5	ICAM5
ENSG00000105388.15	CEACAM5
ENSG00000105392.16	CRX
ENSG00000105398.4	SULT2A1
ENSG00000105401.9	CDC37
ENSG00000105404.11	RABAC1
ENSG00000105427.10	CNFN
ENSG00000105428.5	ZNRF4
ENSG00000105509.10	HAS1
ENSG00000105514.8	RAB3D
ENSG00000105516.10	DBP
ENSG00000187266.14	EPOR
ENSG00000105538.10	RASIP1
ENSG00000105550.9	FGF21
ENSG00000105583.11	WDR83OS
ENSG00000105605.7	CACNG7
ENSG00000105607.13	GCDH
ENSG00000105612.9	DNASE2
ENSG00000105617.3	LENG1
ENSG00000105640.13	RPL18A
ENSG00000105641.4	SLC5A5
ENSG00000105642.15	KCNN1
ENSG00000105643.10	ARRDC2
ENSG00000105647.17	PIK3R2
ENSG00000105649.9	RAB3A
ENSG00000205155.8	PSENEN
ENSG00000105664.11	COMP
ENSG00000105668.7	UPK1A
ENSG00000105677.12	TMEM147
ENSG00000105679.9	GAPDHS
ENSG00000105697.9	HAMP
ENSG00000105698.16	USF2
ENSG00000105700.11	KXD1
ENSG00000105701.16	FKBP8
ENSG00000105722.10	ERF
ENSG00000105723.12	GSK3A
ENSG00000105732.13	ZNF574
ENSG00000105738.11	SIPA1L3
ENSG00000105767.3	CADM4
ENSG00000005421.8	PON1
ENSG00000021461.16	CYP3A43
ENSG00000285292.1	ABCF2
ENSG00000019991.18	HGF
ENSG00000226472.8	AC008013.1
ENSG00000091136.14	LAMB1
ENSG00000078967.13	UBE2D4
ENSG00000002745.13	WNT16
ENSG00000158516.12	CPA2
ENSG00000128510.12	CPA4
ENSG00000105793.15	GTPBP10
ENSG00000105825.14	TFPI2
ENSG00000105829.13	BET1
ENSG00000105835.12	NAMPT
ENSG00000105849.6	TWISTNB
ENSG00000105854.13	PON2
ENSG00000105855.10	ITGB8
ENSG00000105856.14	HBP1
ENSG00000105866.15	SP4
ENSG00000105879.12	CBLL1
ENSG00000105926.15	MPP6
ENSG00000105953.15	OGDH
ENSG00000105954.2	NPVF
ENSG00000105968.18	H2AFV
ENSG00000105971.15	CAV2
ENSG00000105996.7	HOXA2
ENSG00000106003.13	LFNG
ENSG00000106004.5	HOXA5
ENSG00000106006.6	HOXA6
ENSG00000106025.8	TSPAN12
ENSG00000106038.13	EVX1
ENSG00000106069.22	CHN2
ENSG00000106077.18	ABHD11
ENSG00000106080.10	FKBP14
ENSG00000106089.12	STX1A
ENSG00000106100.11	NOD1
ENSG00000106178.6	CCL24
ENSG00000106245.11	BUD31
ENSG00000106258.15	CYP3A5
ENSG00000106266.11	SNX8
ENSG00000106299.8	WASL
ENSG00000106302.9	HYAL4
ENSG00000106304.15	SPAM1
ENSG00000106305.10	AIMP2
ENSG00000106327.13	TFR2
ENSG00000106330.12	MOSPD3
ENSG00000106333.13	PCOLCE
ENSG00000106344.8	RBM28
ENSG00000184414.2	IRS3P
ENSG00000106355.10	LSM5
ENSG00000106366.8	SERPINE1
ENSG00000106384.12	MOGAT3
ENSG00000106392.10	C1GALT1
ENSG00000106397.12	PLOD3
ENSG00000106399.11	RPA3
ENSG00000214253.8	FIS1
ENSG00000106415.13	GLCCI1
ENSG00000106436.6	MYL10
ENSG00000106459.15	NRF1
ENSG00000106477.19	CEP41
ENSG00000106479.11	ZNF862
ENSG00000106484.15	MEST
ENSG00000106538.10	RARRES2
ENSG00000241127.8	YAE1
ENSG00000106560.11	GIMAP2
ENSG00000106588.11	PSMA2
ENSG00000106591.4	MRPL32
ENSG00000106603.18	COA1
ENSG00000106624.11	AEBP1
ENSG00000106628.10	POLD2
ENSG00000106631.8	MYL7
ENSG00000106635.8	BCL7B
ENSG00000106636.8	YKT6
ENSG00000106665.15	CLIP2
ENSG00000095303.17	PTGS1
ENSG00000081386.12	ZNF510
ENSG00000229809.8	ZNF688
ENSG00000086065.14	CHMP5
ENSG00000106686.16	SPATA6L
ENSG00000106692.14	FKTN
ENSG00000106772.18	PRUNE2
ENSG00000106803.10	SEC61B
ENSG00000106804.7	C5
ENSG00000106948.16	AKNA
ENSG00000106952.7	TNFSF8
ENSG00000106992.19	AK1
ENSG00000107018.8	RLN1
ENSG00000107020.10	PLGRKT
ENSG00000107021.16	TBC1D13
ENSG00000107105.15	ELAVL2
ENSG00000107223.13	EDF1
ENSG00000107290.14	SETX
ENSG00000026025.16	VIM
ENSG00000095585.16	BLNK
ENSG00000095596.12	CYP26A1
ENSG00000107669.17	ATE1
ENSG00000107736.20	CDH23
ENSG00000107771.17	CCSER2
ENSG00000107796.13	ACTA2
ENSG00000107819.13	SFXN3
ENSG00000107872.12	FBXL15
ENSG00000107959.16	PITRM1
ENSG00000107960.11	STN1
ENSG00000108176.15	DNAJC12
ENSG00000108179.14	PPIF
ENSG00000108239.8	TBC1D12
ENSG00000005381.7	MPO
ENSG00000070731.10	ST6GALNAC2
ENSG00000005100.13	DHX33
ENSG00000011260.14	UTP18
ENSG00000013306.16	SLC25A39
ENSG00000083454.22	P2RX5
ENSG00000121053.6	EPX
ENSG00000108255.7	CRYBA1
ENSG00000108256.9	NUFIP2
ENSG00000108262.15	GIT1
ENSG00000108298.11	RPL19
ENSG00000108309.14	RUNDC3A
ENSG00000108342.12	CSF3
ENSG00000213246.7	SUPT4H1
ENSG00000108379.10	WNT3
ENSG00000197417.7	SHPK
ENSG00000213977.8	TAX1BP3
ENSG00000108405.4	P2RX1
ENSG00000108417.3	KRT37
ENSG00000108433.16	GOSR2
ENSG00000108439.10	PNPO
ENSG00000175106.16	TVP23C
ENSG00000108443.14	RPS6KB1
ENSG00000108452.1	ZNF29P
ENSG00000108468.15	CBX1
ENSG00000108474.16	PIGL
ENSG00000108479.11	GALK1
ENSG00000108511.10	HOXB6
ENSG00000108518.7	PFN1
ENSG00000108528.14	SLC25A11
ENSG00000108551.5	RASD1
ENSG00000108559.12	NUP88
ENSG00000108561.8	C1QBP
ENSG00000108582.12	CPD
ENSG00000108587.15	GOSR1
ENSG00000108588.14	CCDC47
ENSG00000108590.11	MED31
ENSG00000108591.10	DRG2
ENSG00000108599.15	AKAP10
ENSG00000108602.18	ALDH3A1
ENSG00000108604.15	SMARCD2
ENSG00000224383.7	PRR29
ENSG00000108639.7	SYNGR2
ENSG00000108654.14	DDX5
ENSG00000108666.10	C17orf75
ENSG00000108684.14	ASIC2
ENSG00000108691.9	CCL2
ENSG00000108702.3	CCL1
ENSG00000181374.8	CCL13
ENSG00000108733.10	PEX12
ENSG00000108759.3	KRT32
ENSG00000108773.11	KAT2A
ENSG00000108784.10	NAGLU
ENSG00000108786.10	HSD17B1
ENSG00000108798.9	ABI3
ENSG00000108821.13	COL1A1
ENSG00000108826.16	MRPL27
ENSG00000108829.10	LRRC59
ENSG00000108840.15	HDAC5
ENSG00000108849.7	PPY
ENSG00000108861.9	DUSP3
ENSG00000108878.5	CACNG1
ENSG00000108924.14	HLF
ENSG00000108947.5	EFNB3
ENSG00000108950.12	FAM20A
ENSG00000108961.14	RANGRF
ENSG00000109047.7	RCVRN
ENSG00000109061.10	MYH1
ENSG00000109072.14	VTN
ENSG00000109079.10	TNFAIP1
ENSG00000109084.14	TMEM97
ENSG00000109101.7	FOXN1
ENSG00000109107.14	ALDOC
ENSG00000004468.13	CD38
ENSG00000029559.7	IBSP
ENSG00000002549.12	LAP3
ENSG00000124875.10	CXCL6
ENSG00000077684.16	JADE1
ENSG00000018189.13	RUFY3
ENSG00000079557.5	AFM
ENSG00000081051.7	AFP
ENSG00000109132.6	PHOX2B
ENSG00000109163.6	GNRHR
ENSG00000109182.12	CWH43
ENSG00000109193.12	SULT1E1
ENSG00000109208.4	SMR3A
ENSG00000109270.13	LAMTOR3
ENSG00000109272.4	PF4V1
ENSG00000109320.13	NFKB1
ENSG00000109466.14	KLHL2
ENSG00000109471.4	IL2
ENSG00000109501.13	WFS1
ENSG00000109534.17	GAR1
ENSG00000109536.12	FRG1
ENSG00000109684.15	CLNK
ENSG00000109794.13	FAM149A
ENSG00000064199.6	SPA17
ENSG00000085117.12	CD82
ENSG00000134333.14	LDHA
ENSG00000066336.11	SPI1
ENSG00000021300.14	PLEKHB1
ENSG00000109846.8	CRYAB
ENSG00000109861.16	CTSC
ENSG00000109917.11	ZPR1
ENSG00000109943.9	CRTAM
ENSG00000109944.10	JHY
ENSG00000109971.14	HSPA8
ENSG00000110042.8	DTX4
ENSG00000110057.8	UNC93B1
ENSG00000110060.9	PUS3
ENSG00000110080.18	ST3GAL4
ENSG00000168066.20	SF1
ENSG00000110092.3	CCND1
ENSG00000110104.13	CCDC86
ENSG00000110107.9	PRPF19
ENSG00000110108.10	TMEM109
ENSG00000110200.8	ANAPC15
ENSG00000110218.9	PANX1
ENSG00000110243.11	APOA5
ENSG00000110245.12	APOC3
ENSG00000110324.10	IL10RA
ENSG00000110328.6	GALNT18
ENSG00000110330.8	BIRC2
ENSG00000110435.11	PDHX
ENSG00000110446.11	SLC15A3
ENSG00000110484.7	SCGB2A2
ENSG00000062282.15	DGAT2
ENSG00000110696.10	C11orf58
ENSG00000110700.7	RPS13
ENSG00000257017.8	HP
ENSG00000060138.13	YBX3
ENSG00000013573.17	DDX11
ENSG00000075856.12	SART3
ENSG00000090612.21	ZNF268
ENSG00000089157.16	RPLP0
ENSG00000089159.16	PXN
ENSG00000002016.17	RAD52
ENSG00000013503.10	POLR3B
ENSG00000110841.14	PPFIBP1
ENSG00000110848.8	CD69
ENSG00000110851.12	PRDM4
ENSG00000110852.4	CLEC2B
ENSG00000110876.9	SELPLG
ENSG00000110881.11	ASIC1
ENSG00000110887.8	DAO
ENSG00000110906.13	KCTD10
ENSG00000110917.8	MLEC
ENSG00000110921.14	MVK
ENSG00000110925.6	CSRNP2
ENSG00000110944.9	IL23A
ENSG00000110975.8	SYT10
ENSG00000111012.10	CYP27B1
ENSG00000111046.4	MYF6
ENSG00000111049.4	MYF5
ENSG00000111087.10	GLI1
ENSG00000111110.12	PPM1H
ENSG00000111144.10	LTA4H
ENSG00000111145.8	ELK3
ENSG00000111203.13	ITFG2
ENSG00000111215.12	PRR4
ENSG00000111224.14	PARP11
ENSG00000111229.16	ARPC3
ENSG00000111231.9	GPN3
ENSG00000111241.2	FGF6
ENSG00000111245.15	MYL2
ENSG00000111247.14	RAD51AP1
ENSG00000111254.8	AKAP3
ENSG00000111266.8	DUSP16
ENSG00000111269.3	CREBL2
ENSG00000111276.11	CDKN1B
ENSG00000111291.8	GPRC5D
ENSG00000111319.13	SCNN1A
ENSG00000111321.11	AC005840.1
ENSG00000111325.16	OGFOD2
ENSG00000111331.13	OAS3
ENSG00000111339.12	ART4
ENSG00000111341.9	MGP
ENSG00000111348.9	ARHGDIB
ENSG00000111358.14	GTF2H3
ENSG00000111404.6	RERGL
ENSG00000111405.9	ENDOU
ENSG00000111424.10	VDR
ENSG00000111432.4	FZD10
ENSG00000111536.5	IL26
ENSG00000111537.5	IFNG
ENSG00000111581.10	NUP107
ENSG00000111596.12	AC092881.1
ENSG00000111602.12	TIMELESS
ENSG00000111615.14	KRR1
ENSG00000111639.8	MRPL51
ENSG00000111640.15	GAPDH
ENSG00000111644.8	ACRBP
ENSG00000111652.10	COPS7A
ENSG00000111664.10	GNB3
ENSG00000111665.11	CDCA3
ENSG00000111666.11	CHPT1
ENSG00000111667.13	USP5
ENSG00000111669.15	TPI1
ENSG00000111674.9	ENO2
ENSG00000111678.11	C12orf57
ENSG00000111701.7	APOBEC1
ENSG00000111704.11	NANOG
ENSG00000111711.10	GOLT1B
ENSG00000111725.11	PRKAB1
ENSG00000111726.13	CMAS
ENSG00000111727.12	HCFC2
ENSG00000111729.14	CLEC4A
ENSG00000111732.11	AICDA
ENSG00000111737.12	RAB35
ENSG00000111775.3	COX6A1
ENSG00000257218.6	GATC
ENSG00000111783.12	RFX4
ENSG00000111786.9	SRSF9
ENSG00000111790.14	FGFR1OP2
ENSG00000111796.3	KLRB1
ENSG00000065029.15	ZNF76
ENSG00000009765.14	IYD
ENSG00000232774.8	AL355916.1
ENSG00000010810.17	FYN
ENSG00000111834.12	RSPH4A
ENSG00000111843.14	TMEM14C
ENSG00000111850.11	SMIM8
ENSG00000111863.12	ADTRP
ENSG00000111875.8	ASF1A
ENSG00000111911.7	HINT3
ENSG00000111912.20	NCOA7
ENSG00000111981.5	ULBP1
ENSG00000184494.8	NEU1
ENSG00000204385.12	SLC44A4
ENSG00000112029.10	FBXO5
ENSG00000112038.18	OPRM1
ENSG00000112039.4	FANCE
ENSG00000112041.13	TULP1
ENSG00000112062.10	MAPK14
ENSG00000112077.16	RHAG
ENSG00000112079.9	STK38
ENSG00000204252.14	HLA-DOA
ENSG00000112118.19	MCM3
ENSG00000112130.17	RNF8
ENSG00000112167.10	SAYSD1
ENSG00000164627.18	KIF6
ENSG00000112186.12	CAP2
ENSG00000112218.9	GPR63
ENSG00000112234.9	FBXL4
ENSG00000112293.15	GPLD1
ENSG00000112304.11	ACOT13
ENSG00000112306.8	RPS12
ENSG00000112309.10	B3GAT2
ENSG00000112312.10	GMNN
ENSG00000112335.15	SNX3
ENSG00000235200.3	LINC01702
ENSG00000112365.4	ZBTB24
ENSG00000112367.10	FIG4
ENSG00000112414.14	ADGRG6
ENSG00000112459.5	OR14J1
ENSG00000112461.9	OR5V1
ENSG00000112474.4	HSD17B8
ENSG00000112494.10	UNC93A
ENSG00000112539.15	C6orf118
ENSG00000112559.14	MDFI
ENSG00000112561.18	TFEB
ENSG00000112578.10	BYSL
ENSG00000112592.14	TBP
ENSG00000112599.9	GUCA1B
ENSG00000112619.8	PRPH2
ENSG00000112640.15	PPP2R5D
ENSG00000112651.12	MRPL2
ENSG00000112655.16	PTK7
ENSG00000112667.12	DNPH1
ENSG00000112685.14	EXOC2
ENSG00000112697.16	TMEM30A
ENSG00000112715.21	VEGFA
ENSG00000178458.5	H3F3AP6
ENSG00000112742.10	TTK
ENSG00000112761.20	CCN6
ENSG00000112769.19	LAMA4
ENSG00000112796.10	ENPP5
ENSG00000112799.9	LY86
ENSG00000112812.16	PRSS16
ENSG00000112818.10	MEP1A
ENSG00000039123.16	MTREX
ENSG00000016082.15	ISL1
ENSG00000011083.9	SLC6A7
ENSG00000112855.17	HARS2
ENSG00000112874.10	NUDT12
ENSG00000112941.14	TENT4A
ENSG00000112964.14	GHR
ENSG00000112977.15	DAP
ENSG00000112983.17	BRD8
ENSG00000112996.11	MRPS30
ENSG00000113070.8	HBEGF
ENSG00000113083.14	LOX
ENSG00000113088.5	GZMK
ENSG00000113100.10	CDH9
ENSG00000113140.11	SPARC
ENSG00000113196.3	HAND1
ENSG00000113205.5	PCDHB3
ENSG00000113209.8	PCDHB5
ENSG00000113211.5	PCDHB6
ENSG00000113212.6	PCDHB7
ENSG00000113248.6	PCDHB15
ENSG00000113262.16	GRM6
ENSG00000113272.14	THG1L
ENSG00000113302.4	IL12B
ENSG00000113303.11	BTNL8
ENSG00000113312.11	TTC1
ENSG00000082196.20	C1QTNF3
ENSG00000113430.10	IRX4
ENSG00000113441.16	LNPEP
ENSG00000234569.1	RAD1P1
ENSG00000113492.14	AGXT2
ENSG00000113494.17	PRLR
ENSG00000113520.11	IL4
ENSG00000113525.10	IL5
ENSG00000113532.13	ST8SIA4
ENSG00000113555.5	PCDH12
ENSG00000113569.16	NUP155
ENSG00000113575.10	PPP2CA
ENSG00000113580.15	NR3C1
ENSG00000113583.8	C5orf15
ENSG00000113595.15	TRIM23
ENSG00000113597.18	TRAPPC13
ENSG00000113643.9	RARS
ENSG00000113722.16	CDX1
ENSG00000113734.17	BNIP1
ENSG00000113749.7	HRH2
ENSG00000013293.6	SLC7A14
ENSG00000010319.6	SEMA3G
ENSG00000004838.14	ZMYND10
ENSG00000012223.12	LTF
ENSG00000076242.14	MLH1
ENSG00000113790.11	EHHADH
ENSG00000113851.14	CRBN
ENSG00000113905.4	HRG
ENSG00000113916.18	BCL6
ENSG00000114023.15	FAM162A
ENSG00000114113.6	RBP2
ENSG00000114115.9	RBP1
ENSG00000114268.12	PFKFB4
ENSG00000114315.4	HES1
ENSG00000114346.13	ECT2
ENSG00000114349.9	GNAT1
ENSG00000114383.10	TUSC2
ENSG00000114388.13	NPRL2
ENSG00000114395.10	CYB561D2
ENSG00000114405.10	C3orf14
ENSG00000114450.10	GNB4
ENSG00000114487.9	MORC1
ENSG00000114491.14	UMPS
ENSG00000114626.18	ABTB1
ENSG00000114648.12	KLHL18
ENSG00000114735.9	HEMK1
ENSG00000114767.7	RRP9
ENSG00000114771.14	AADAC
ENSG00000114784.4	EIF1B
ENSG00000114853.14	ZBTB47
ENSG00000114854.7	TNNC1
ENSG00000114857.18	NKTR
ENSG00000114902.14	SPCS1
ENSG00000114904.13	NEK4
ENSG00000011638.10	TMEM159
ENSG00000085449.15	WDFY1
ENSG00000055332.18	EIF2AK2
ENSG00000021826.15	CPS1
ENSG00000071626.16	DAZAP1
ENSG00000079785.15	DDX1
ENSG00000079150.18	FKBP7
ENSG00000008869.12	HEATR5B
ENSG00000014641.18	MDH1
ENSG00000084764.11	MAPRE3
ENSG00000034510.6	TMSB10
ENSG00000095002.14	MSH2
ENSG00000071051.14	NCK2
ENSG00000003436.16	TFPI
ENSG00000023228.14	NDUFS1
ENSG00000018280.17	SLC11A1
ENSG00000084674.14	APOB
ENSG00000114993.16	RTKN
ENSG00000115274.15	INO80B
ENSG00000114999.8	TTL
ENSG00000115042.10	FAHD2A
ENSG00000115128.7	SF3B6
ENSG00000115163.15	CENPA
ENSG00000115194.10	SLC30A3
ENSG00000115204.15	MPV17
ENSG00000115216.14	NRBP1
ENSG00000115232.14	ITGA4
ENSG00000115234.11	SNX17
ENSG00000115255.11	REEP6
ENSG00000115266.11	APC2
ENSG00000115268.9	RPS15
ENSG00000115271.11	GCA
ENSG00000239779.7	WBP1
ENSG00000115282.19	TTC31
ENSG00000115286.20	NDUFS7
ENSG00000115289.14	PCGF1
ENSG00000115297.11	TLX2
ENSG00000115325.13	DOK1
ENSG00000115350.11	POLE4
ENSG00000115361.8	ACADL
ENSG00000115363.14	EVA1A
ENSG00000115365.11	LANCL1
ENSG00000115386.6	REG1A
ENSG00000115392.11	FANCL
ENSG00000115457.10	IGFBP2
ENSG00000115461.5	IGFBP5
ENSG00000115474.6	KCNJ13
ENSG00000225569.1	CCT4P2
ENSG00000115486.12	GGCX
ENSG00000115488.3	NEU2
ENSG00000115540.15	MOB4
ENSG00000115541.11	HSPE1
ENSG00000115592.11	PRKAG3
ENSG00000115596.4	WNT6
ENSG00000115602.16	IL1RL1
ENSG00000115604.10	IL18R1
ENSG00000115616.2	SLC9A2
ENSG00000172232.10	AZU1
ENSG00000115685.15	PPP1R7
ENSG00000115687.13	PASK
ENSG00000115718.17	PROC
ENSG00000115738.10	ID2
ENSG00000115758.13	ODC1
ENSG00000115762.16	PLEKHB2
ENSG00000196208.14	GREB1
ENSG00000115806.13	GORASP2
ENSG00000115816.15	CEBPZ
ENSG00000115825.10	PRKD3
ENSG00000115841.20	RMDN2
ENSG00000115844.11	DLX2
ENSG00000115902.11	SLC1A4
ENSG00000115942.9	ORC2
ENSG00000115944.15	COX7A2L
ENSG00000221823.11	PPP3R1
ENSG00000115956.10	PLEK
ENSG00000196415.10	PRTN3
ENSG00000116014.10	KISS1R
ENSG00000116032.5	GRIN3B
ENSG00000116035.4	VAX2
ENSG00000116039.13	ATP6V1B1
ENSG00000116062.15	MSH6
ENSG00000116095.11	PLEKHA3
ENSG00000116096.6	SPR
ENSG00000074800.16	ENO1
ENSG00000215914.4	MMP23A
ENSG00000097046.13	CDC7
ENSG00000097096.9	SYDE2
ENSG00000031698.13	SARS
ENSG00000016490.15	CLCA1
ENSG00000116128.11	BCL9
ENSG00000116176.6	TPSG1
ENSG00000116194.13	ANGPTL1
ENSG00000116205.14	TCEANC2
ENSG00000116209.11	TMEM59
ENSG00000116251.11	RPL22
ENSG00000116329.11	OPRD1
ENSG00000116455.14	WDR77
ENSG00000116514.16	RNF19B
ENSG00000116544.12	DLGAP3
ENSG00000231607.12	DLEU2
ENSG00000116667.14	C1orf21
ENSG00000116670.15	MAD2L2
ENSG00000116688.16	MFN2
ENSG00000116691.11	MIIP
ENSG00000116704.8	SLC35D1
ENSG00000187545.5	PRAMEF10
ENSG00000243073.3	PRAMEF4
ENSG00000116731.22	PRDM2
ENSG00000116741.8	RGS2
ENSG00000213047.13	DENND1B
ENSG00000116874.11	WARS2
ENSG00000116885.18	OSCP1
ENSG00000116981.3	NT5C1A
ENSG00000117090.15	SLAMF1
ENSG00000117139.17	KDM5B
ENSG00000053371.12	AKR7A2
ENSG00000117226.12	GBP3
ENSG00000117280.13	RAB29
ENSG00000117281.15	CD160
ENSG00000117305.15	HMGCL
ENSG00000117362.13	APH1A
ENSG00000117385.15	P3H1
ENSG00000117395.12	EBNA1BP2
ENSG00000117410.14	ATP6V0B
ENSG00000117479.15	SLC19A2
ENSG00000188404.9	SELL
ENSG00000117507.6	FMO6P
ENSG00000117533.15	VAMP4
ENSG00000158055.15	GRHL3
ENSG00000117614.10	SYF2
ENSG00000117682.17	DHDDS
ENSG00000117751.18	PPP1R8
ENSG00000117834.12	SLC5A9
ENSG00000117984.14	CTSD
ENSG00000118004.17	COLEC11
ENSG00000118007.13	STAG1
ENSG00000118017.3	A4GNT
ENSG00000118113.12	MMP8
ENSG00000118137.9	APOA1
ENSG00000118160.14	SLC8A2
ENSG00000116833.14	NR5A2
ENSG00000118194.20	TNNT2
ENSG00000118200.14	CAMSAP2
ENSG00000072694.20	FCGR2B
ENSG00000132185.16	FCRLA
ENSG00000114942.14	EEF1B2
ENSG00000138363.15	ATIC
ENSG00000118245.2	TNP1
ENSG00000118246.14	FASTKD2
ENSG00000118271.10	TTR
ENSG00000118276.11	B4GALT6
ENSG00000083097.14	DOP1A
ENSG00000118407.15	FILIP1
ENSG00000118412.12	CASP8AP2
ENSG00000118420.17	UBE3D
ENSG00000118434.9	SPACA1
ENSG00000118473.22	SGIP1
ENSG00000028839.10	TBPL1
ENSG00000118491.9	ZC2HC1B
ENSG00000118496.5	FBXO30
ENSG00000189007.16	ADAT2
ENSG00000118503.15	TNFAIP3
ENSG00000118515.11	SGK1
ENSG00000118526.6	TCF21
ENSG00000118557.15	PMFBP1
ENSG00000118579.13	MED28
ENSG00000115423.18	DNAH6
ENSG00000239305.7	RNF103
ENSG00000118680.13	MYL12B
ENSG00000118690.13	ARMC2
ENSG00000118702.9	GHRH
ENSG00000118705.17	RPN2
ENSG00000149639.15	SOGA1
ENSG00000118762.8	PKD2
ENSG00000118777.12	ABCG2
ENSG00000118785.14	SPP1
ENSG00000118804.8	STBD1
ENSG00000172955.17	ADH6
ENSG00000118816.10	CCNI
ENSG00000118849.10	RARRES1
ENSG00000118873.16	RAB3GAP2
ENSG00000118961.15	LDAH
ENSG00000118972.2	FGF23
ENSG00000118976.5	OTUD4P1
ENSG00000118985.16	ELL2
ENSG00000173221.14	GLRX
ENSG00000119013.9	NDUFB3
ENSG00000107372.13	ZFAND5
ENSG00000119125.16	GDA
ENSG00000119147.10	C2orf40
ENSG00000134308.14	YWHAQ
ENSG00000119185.12	ITGB1BP1
ENSG00000119203.14	CPSF3
ENSG00000119227.8	PIGZ
ENSG00000111364.16	DDX55
ENSG00000119242.8	CCDC92
ENSG00000116977.18	LGALS8
ENSG00000119321.9	FKBP15
ENSG00000119397.16	CNTRL
ENSG00000119431.9	HDHD3
ENSG00000119523.10	ALG2
ENSG00000119541.10	VPS4B
ENSG00000242550.6	SERPINB10
ENSG00000133937.4	GSC
ENSG00000063761.16	ADCK1
ENSG00000119630.14	PGF
ENSG00000119632.4	IFI27L2
ENSG00000119638.13	NEK9
ENSG00000119640.9	ACYP1
ENSG00000119650.12	IFT43
ENSG00000119655.10	NPC2
ENSG00000119669.5	IRF2BPL
ENSG00000119673.14	ACOT2
ENSG00000119686.10	FLVCR2
ENSG00000119689.15	DLST
ENSG00000119699.7	TGFB3
ENSG00000119703.14	ZC2HC1C
ENSG00000119705.9	SLIRP
ENSG00000115421.13	PAPOLG
ENSG00000115129.14	TP53I3
ENSG00000119729.12	RHOQ
ENSG00000119777.20	TMEM214
ENSG00000119778.15	ATAD2B
ENSG00000119812.19	FAM98A
ENSG00000119820.11	YIPF4
ENSG00000119844.15	AFTPH
ENSG00000119862.13	LGALSL
ENSG00000119878.5	CRIPT
ENSG00000135298.14	ADGRB3
ENSG00000138111.14	MFSD13A
ENSG00000119906.13	SLF2
ENSG00000182333.14	LIPF
ENSG00000119938.9	PPP1R3C
ENSG00000119950.21	MXI1
ENSG00000119969.15	HELLS
ENSG00000119973.6	PRLHR
ENSG00000120049.19	KCNIP2
ENSG00000120068.6	HOXB8
ENSG00000120075.5	HOXB5
ENSG00000260027.4	HOXB7
ENSG00000120094.9	HOXB1
ENSG00000120129.6	DUSP1
ENSG00000120137.7	PANK3
ENSG00000120149.9	MSX2
ENSG00000120211.4	INSL4
ENSG00000214042.1	IFNA7
ENSG00000120256.10	LRP11
ENSG00000120262.10	CCDC170
ENSG00000120318.16	ARAP3
ENSG00000120322.3	PCDHB8
ENSG00000120324.8	PCDHB10
ENSG00000120327.6	PCDHB14
ENSG00000120328.6	PCDHB12
ENSG00000120329.6	SLC25A2
ENSG00000116132.12	PRRX1
ENSG00000120332.15	TNN
ENSG00000120440.15	TTLL2
ENSG00000120458.11	MSANTD2
ENSG00000120509.10	PDZD11
